iter	MultiClass
351	0.3452891772
352	0.3440624043
353	0.3432713746
354	0.3426738853
355	0.3420917795
356	0.3416762206
357	0.3409604945
358	0.3404325064
359	0.339845427
360	0.3390023349
361	0.3385346381
362	0.3380414359
363	0.3375170284
364	0.337041341
365	0.3364717945
366	0.335987234
367	0.3355080113
368	0.3351922767
369	0.3346209817
370	0.3341195294
371	0.3333970296
372	0.3331023803
373	0.3326634759
374	0.3322215721
375	0.3317068012
376	0.3311333899
377	0.3306280435
378	0.3301717005
379	0.3292231654
380	0.3286187558
381	0.3283079915
382	0.3277958759
383	0.3272274556
384	0.3267950451
385	0.3263236291
386	0.3257518561
387	0.3251913689
388	0.3247915988
389	0.3240135443
390	0.323488632
391	0.3230050477
392	0.3226006715
393	0.3220870468
394	0.3215940413
395	0.3209810654
396	0.3204763595
397	0.3199158044
398	0.3194689809
399	0.3190065024
400	0.3181538627
401	0.3177121151
402	0.3172809344
403	0.3167398871
404	0.3162331115
405	0.3158090688
406	0.3154820795
407	0.3151894063
408	0.3147697968
409	0.3141943044
410	0.3137645036
411	0.3133279293
412	0.3129124578
413	0.3126266575
414	0.312120031
415	0.3118193322
416	0.3113210785
417	0.3108705412
418	0.3105891351
419	0.3102258019
420	0.3099026079
421	0.3093614625
422	0.3088771075
423	0.3083394069
424	0.3079131973
425	0.3071868095
426	0.306676165
427	0.3063305333
428	0.3056149873
429	0.3043597566
430	0.3037802371
431	0.3033464125
432	0.3029726132
433	0.3025102459
434	0.301914703
435	0.3015107469
436	0.3011235653
437	0.3007406691
438	0.3002943727
439	0.2998815938
440	0.2995155432
441	0.299036088
442	0.298459721
443	0.2978840535
444	0.2971832446
445	0.2967473249
446	0.2961262879
447	0.2958480775
448	0.2953196
449	0.294874164
450	0.294366502
451	0.2939425913
452	0.2934750613
453	0.2930947271
454	0.292652961
455	0.2921458828
456	0.2918243642
457	0.2914889327
458	0.2909865063
459	0.2906043442
460	0.2901553213
461	0.2896751513
462	0.2891639724
463	0.2887413395
464	0.288219715
465	0.2879052383
466	0.2875039255
467	0.2872422485
468	0.2869596779
469	0.2865643016
470	0.2861300541
471	0.285647522
472	0.2853497426
473	0.2850223692
474	0.2848045522
475	0.2844701578
476	0.2839259569
477	0.2835207874
478	0.2831523285
479	0.2828860754
480	0.2825945901
481	0.2820188537
482	0.2816019755
483	0.2811692164
484	0.2805808181
485	0.2801641373
486	0.2797373282
487	0.2793238294
488	0.2788194999
489	0.2785310395
490	0.2780957257
491	0.2776134792
492	0.2772620278
493	0.2766783631
494	0.2763069033
495	0.2758757705
496	0.2751560787
497	0.2749434332
498	0.2744465381
499	0.2741458548
500	0.2736490463
501	0.2732645534
502	0.2728792159
503	0.2723414809
504	0.2719298054
505	0.2714304188
506	0.2711259937
507	0.2709507046
508	0.2706118964
509	0.270294173
510	0.269813256
511	0.2694398536
512	0.2690489786
513	0.2688014535
514	0.2684799812
515	0.2682483868
516	0.2677396906
517	0.2673925832
518	0.2670105354
519	0.2667106541
520	0.2662919421
521	0.2658719362
522	0.2655428747
523	0.2652537536
524	0.264873145
525	0.2643522545
526	0.264025656
527	0.2636111211
528	0.2632582079
529	0.2629092158
530	0.2624682493
531	0.2620869018
532	0.2617772212
533	0.2614311275
534	0.2610736943
535	0.2607744129
536	0.2603953576
537	0.2599105018
538	0.2595407535
539	0.2592702888
540	0.2587776252
541	0.2583912957
542	0.2579929155
543	0.2577549213
544	0.2574878279
545	0.2570989576
546	0.25666459
547	0.2563574861
548	0.2560140903
549	0.2556814831
550	0.2550389269
551	0.2545957322
552	0.2543776218
553	0.2541704494
554	0.2537220205
555	0.2534326087
556	0.2531538452
557	0.2527976886
558	0.2525097365
559	0.2521983635
560	0.2519561594
561	0.2515746171
562	0.2512493455
563	0.2510718943
564	0.2508486998
565	0.2505434943
566	0.2500275104
567	0.2497552984
568	0.2493975292
569	0.2492566122
570	0.2489333135
571	0.2486911499
572	0.2483522414
573	0.2481221887
574	0.2477987637
575	0.2473763146
576	0.2471248042
577	0.246810775
578	0.24644631
579	0.2460295395
580	0.2457478285
581	0.2453952056
582	0.2450715856
583	0.2447432903
584	0.2442199934
585	0.2438961964
586	0.24351419
587	0.243173303
588	0.2429234438
589	0.2424714879
590	0.2422748557
591	0.2419737578
592	0.2415871802
593	0.2413732536
594	0.2408995622
595	0.2404853244
596	0.2402571848
597	0.2400768512
598	0.2395454898
599	0.239287278
600	0.239063435
601	0.238766139
602	0.2383977044
603	0.2380315471
604	0.2377586362
605	0.2371881667
606	0.2369304618
607	0.2367950594
608	0.236508117
609	0.2362201216
610	0.2359537971
611	0.235646885
612	0.2353783353
613	0.2350843141
614	0.2348748291
615	0.2345994857
616	0.234034902
617	0.2336934859
618	0.2334383661
619	0.2329989099
620	0.2327781545
621	0.2324715011
622	0.2321714533
623	0.2317549139
624	0.2311489912
625	0.2309743106
626	0.2307173187
627	0.2304441575
628	0.2302326639
629	0.2299297253
630	0.2296119385
631	0.2294008434
632	0.2288489767
633	0.2285011828
634	0.2282540377
635	0.2280355862
636	0.2277773176
637	0.2273952636
638	0.227048029
639	0.2267635149
640	0.2265917381
641	0.2262767799
642	0.2259852948
643	0.2258240449
644	0.2255412937
645	0.225224518
646	0.2249438605
647	0.2246697817
648	0.2244084078
649	0.2241341285
650	0.2238866281
651	0.2237033055
652	0.2234750255
653	0.2231920298
654	0.222989466
655	0.2228335117
656	0.2224427247
657	0.2220597231
658	0.2218304004
659	0.2215434635
660	0.2212825253
661	0.2210647118
662	0.2207642684
663	0.2205472791
664	0.220263907
665	0.2200066482
666	0.2197496928
667	0.219531955
668	0.2193093628
669	0.2190298372
670	0.2188503746
671	0.2186533922
672	0.218426737
673	0.2181921639
674	0.217926133
675	0.2177195111
676	0.2174346926
677	0.2172137882
678	0.2168683623
679	0.2166028715
680	0.2163463442
681	0.2161149868
682	0.2159147058
683	0.2156130245
684	0.2152549305
685	0.2150389632
686	0.2148328956
687	0.2146143952
688	0.2144074922
689	0.2141680694
690	0.2138879385
691	0.2136843588
692	0.2135150705
693	0.2132343039
694	0.2130874445
695	0.2128746416
696	0.2126869458
697	0.2124631268
698	0.2121859406
699	0.2117733609
700	0.2115818441
701	0.2113567216
702	0.2111138113
703	0.2109693463
704	0.2107731935
705	0.2103823929
706	0.2101642257
707	0.2099057751
708	0.2095873182
709	0.2091803591
710	0.2090039315
711	0.208664099
712	0.208480058
713	0.2082097321
714	0.2080601837
715	0.2079132782
716	0.2076624716
717	0.2075157162
718	0.2072584749
719	0.2070417367
720	0.2068245127
721	0.2065723344
722	0.2062641941
723	0.2060301413
724	0.2057795975
725	0.205655141
726	0.2054086151
727	0.2051731479
728	0.20475873
729	0.2045948014
730	0.2043694287
731	0.2042295026
732	0.2040180657
733	0.2037254974
734	0.2035361858
735	0.2033316849
736	0.203062437
737	0.2028802569
738	0.2025267708
739	0.2022749716
740	0.2020318821
741	0.2018491885
742	0.201603297
743	0.2014248917
744	0.201284845
745	0.2010431809
746	0.200824798
747	0.2006189245
748	0.2004410979
749	0.2002145848
750	0.1999457678
751	0.1997875735
752	0.1996895325
753	0.1994596872
754	0.1991630333
755	0.1990524029
756	0.1988843118
757	0.1987305304
758	0.1985318596
759	0.1982967562
760	0.1980135284
761	0.1978251839
762	0.197691846
763	0.1972051373
764	0.1969796794
765	0.1966890995
766	0.196377025
767	0.1961208787
768	0.1958146643
769	0.1955549191
770	0.1952632551
771	0.1950336551
772	0.1948347385
773	0.194665361
774	0.1944311009
775	0.1941748477
776	0.193901537
777	0.1937010601
778	0.1935838882
779	0.1933895905
780	0.1932464669
781	0.1930418075
782	0.1928437255
783	0.1926978707
784	0.1924940801
785	0.1922855754
786	0.1920665325
787	0.1919126877
788	0.191755468
789	0.1915377678
790	0.1913745815
791	0.1912028144
792	0.1909454354
793	0.1907272791
794	0.1904330629
795	0.1903190292
796	0.1901404708
797	0.1900068662
798	0.1898478051
799	0.1896340417
800	0.1893135989
801	0.1891769745
802	0.1889900643
803	0.1887750803
804	0.1885818192
805	0.1884235097
806	0.1881194956
807	0.1879614135
808	0.1877369275
809	0.1875132242
810	0.1873066937
811	0.1871146403
812	0.1869189701
813	0.1867119191
814	0.1865307509
815	0.1862931676
816	0.1860962855
817	0.1858263302
818	0.1856141965
819	0.1854098098
820	0.1849190224
821	0.1847274881
822	0.1844944153
823	0.184297559
824	0.1841335422
825	0.183996104
826	0.1838270272
827	0.1836604636
828	0.1833830699
829	0.1832359472
830	0.1830620261
831	0.1828189733
832	0.1826439258
833	0.182516467
834	0.1823871281
835	0.1822338234
836	0.1820695647
837	0.1818958507
838	0.1815754699
839	0.1813385489
840	0.1811108723
841	0.1809329035
842	0.1806672358
843	0.1804353157
844	0.1803047068
845	0.1801013149
846	0.179974171
847	0.1797790815
848	0.179625423
849	0.1794467093
850	0.1792408089
851	0.1791032787
852	0.1789081212
853	0.1787342492
854	0.1785089535
855	0.1783658594
856	0.1780524783
857	0.1778580326
858	0.1776319483
859	0.1774627601
860	0.1773226716
861	0.1771209274
862	0.1768100777
863	0.1765806793
864	0.1763678467
865	0.1761727838
866	0.1760176064
867	0.1758255954
868	0.1756216914
869	0.175430464
870	0.1752973657
871	0.1750423434
872	0.1748508194
873	0.1747029808
874	0.1745378564
875	0.1743234748
876	0.1741499481
877	0.174000594
878	0.1738000761
879	0.1733841213
880	0.1732487062
881	0.1731084375
882	0.1728923062
883	0.1726926957
884	0.1725517557
885	0.1723927734
886	0.1722552095
887	0.1721371505
888	0.1719412714
889	0.1716406485
890	0.171469381
891	0.1712979223
892	0.1710842997
893	0.1709065243
894	0.170667349
895	0.1705114663
896	0.1702885511
897	0.1701212578
898	0.1699715356
899	0.1697595586
900	0.1696255452
901	0.1694569118
902	0.1693868028
903	0.1691975242
904	0.1689708838
905	0.1688808676
906	0.1687720227
907	0.1686407554
908	0.1684142503
909	0.1682416569
910	0.1681132727
911	0.1679623759
912	0.1678451324
913	0.1676811479
914	0.167439827
915	0.1672166097
916	0.1670884881
917	0.1669323499
918	0.1667863355
919	0.1666998385
920	0.1665099227
921	0.1663653393
922	0.1662086331
923	0.1660466114
924	0.165937505
925	0.1657866836
926	0.1656664396
927	0.1654313761
928	0.1653236662
929	0.1651489381
930	0.1649530076
931	0.1648116855
932	0.1646379541
933	0.1644771882
934	0.1643295138
935	0.1642172359
936	0.1640399566
937	0.1638747035
938	0.1637337656
939	0.1635740833
940	0.1634260188
941	0.163283227
942	0.1631373168
943	0.1629841248
944	0.162808522
945	0.1626865353
946	0.1624897041
947	0.1623533265
948	0.1621844572
949	0.1620413488
950	0.1619215083
951	0.1617593582
952	0.1615904033
953	0.1614376198
954	0.1612763481
955	0.1610927679
956	0.1609535189
957	0.1607767659
958	0.1606041464
959	0.1604793173
960	0.1602962666
961	0.1600565069
962	0.1599089157
963	0.1597390332
964	0.1595541377
965	0.1594337479
966	0.1592782619
967	0.1590761553
968	0.1589161486
969	0.1587955514
970	0.1586369811
971	0.1584668992
972	0.1583389163
973	0.1581751798
974	0.1580116884
975	0.157816839
976	0.1576866665
977	0.1575433408
978	0.1574487837
979	0.1573307411
980	0.1572429765
981	0.1571104399
982	0.1570005725
983	0.1568491803
984	0.1567064208
985	0.1565815595
986	0.1564076049
987	0.1562360525
988	0.1561079868
989	0.1559912919
990	0.1557214564
991	0.1555969794
992	0.1554333585
993	0.1552610402
994	0.1550995851
995	0.1549308691
996	0.1547433079
997	0.1546267367
998	0.1544586435
999	0.1543523399
